Time,Phase,Height_Z,Horiz_X,Vel_Z,Vel_X,Hip_Angle,Leg_Compression,Centrifugal_W,Contact
0.554,1,0.1969,0.4479,-0.1228,0.005,0.0314,-0.0,25.904,0
0.555,1,0.1967,0.4479,-0.1423,0.0043,0.0311,-0.0,25.951,0
0.556,1,0.1966,0.4479,-0.1613,0.0037,0.0308,-0.0,25.998,0
0.557,1,0.1964,0.4479,-0.1797,0.003,0.0304,-0.0,26.045,0
0.558,1,0.1962,0.4479,-0.1974,0.0024,0.0301,-0.0,26.092,0
0.559,1,0.196,0.4479,-0.2144,0.0017,0.0298,-0.0,26.139,0
0.56,1,0.1958,0.4479,-0.2307,0.0009,0.0295,-0.0,26.186,0
0.561,1,0.1955,0.4479,-0.2464,0.0002,0.0292,-0.0,26.233,0
0.562,1,0.1953,0.4479,-0.2612,-0.0006,0.029,-0.0,26.28,0
0.563,1,0.195,0.4479,-0.2754,-0.0014,0.0287,-0.0,26.327,0
0.564,1,0.1947,0.4479,-0.2887,-0.0022,0.0284,-0.0,26.374,0
0.565,1,0.1944,0.4479,-0.3013,-0.003,0.0281,-0.0,26.4209,0
0.566,1,0.1941,0.4479,-0.3131,-0.0038,0.0278,-0.0,26.4679,0
0.567,1,0.1938,0.4479,-0.324,-0.0047,0.0275,-0.0,26.5149,0
0.568,1,0.1934,0.4479,-0.3342,-0.0056,0.0273,0.0,26.5619,0
0.569,1,0.1931,0.4479,-0.3435,-0.0065,0.027,0.0,26.6089,0
0.57,1,0.1927,0.4479,-0.352,-0.0074,0.0267,0.0,26.6559,0
0.571,1,0.1924,0.4479,-0.3596,-0.0083,0.0264,0.0,26.7029,0
0.572,1,0.192,0.4479,-0.3664,-0.0093,0.0262,0.0,26.7499,0
0.573,1,0.1916,0.4478,-0.3724,-0.0102,0.0259,0.0,26.7969,0
0.574,1,0.1912,0.4478,-0.3776,-0.0112,0.0257,0.0,26.8439,0
0.575,1,0.1909,0.4478,-0.3819,-0.0121,0.0254,0.0,26.8909,0
0.576,1,0.1905,0.4478,-0.3854,-0.0131,0.0252,0.0,26.9378,0
0.577,1,0.1901,0.4478,-0.388,-0.014,0.0249,0.0,26.9848,0
0.578,1,0.1897,0.4478,-0.3899,-0.015,0.0247,0.0,27.0318,0
0.579,1,0.1893,0.4478,-0.3909,-0.0159,0.0244,0.0,27.0788,0
0.58,1,0.1889,0.4477,-0.3912,-0.0168,0.0242,0.0,27.1258,0
0.581,1,0.1885,0.4477,-0.3906,-0.0177,0.0239,0.0,27.1728,0
0.582,1,0.1881,0.4477,-0.3894,-0.0186,0.0237,0.0,27.2198,0
0.583,1,0.1878,0.4477,-0.3873,-0.0195,0.0234,0.0,27.2668,0
0.584,1,0.1874,0.4477,-0.3846,-0.0204,0.0232,0.0,27.3138,0
0.585,1,0.187,0.4476,-0.3812,-0.0212,0.023,0.0,27.3608,0
0.586,1,0.1866,0.4476,-0.377,-0.022,0.0227,0.0,27.4078,0
0.587,1,0.1862,0.4476,-0.3723,-0.0228,0.0225,0.0,27.4548,0
0.588,1,0.1859,0.4476,-0.3668,-0.0235,0.0223,0.0,27.5017,0
0.589,1,0.1855,0.4476,-0.3608,-0.0242,0.0221,0.0,27.5487,0
0.59,1,0.1852,0.4475,-0.3542,-0.0249,0.0219,0.0,27.5957,0
0.591,1,0.1848,0.4475,-0.3471,-0.0255,0.0216,0.0,27.6427,0
0.592,1,0.1845,0.4475,-0.3395,-0.0261,0.0214,0.0,27.6897,0
0.593,1,0.1841,0.4474,-0.3313,-0.0266,0.0212,0.0,27.7367,0
0.594,1,0.1838,0.4474,-0.3227,-0.0271,0.021,0.0,27.7837,0
0.595,1,0.1835,0.4474,-0.3137,-0.0276,0.0208,0.0,27.8307,0
0.596,1,0.1832,0.4474,-0.3044,-0.028,0.0206,0.0,27.8777,0
0.597,1,0.1829,0.4473,-0.2946,-0.0283,0.0204,0.0,27.9247,0
0.598,1,0.1826,0.4473,-0.2846,-0.0287,0.0202,0.0,27.9717,0
0.599,1,0.1823,0.4473,-0.2743,-0.0289,0.02,0.0,28.0186,0
0.6,1,0.1821,0.4473,-0.2638,-0.0291,0.0198,0.0,28.0656,0
0.601,1,0.1818,0.4472,-0.253,-0.0293,0.0196,0.0,28.1126,0
0.602,1,0.1816,0.4472,-0.2421,-0.0294,0.0194,0.0,28.1596,0
0.603,1,0.1814,0.4472,-0.2311,-0.0294,0.0192,0.0,28.2066,0
0.604,1,0.1811,0.4471,-0.22,-0.0294,0.019,0.0,28.2536,0
0.605,1,0.1809,0.4471,-0.2089,-0.0293,0.0188,0.0,28.3006,0
0.606,1,0.1807,0.4471,-0.1977,-0.0292,0.0186,0.0,28.3476,0
0.607,1,0.1805,0.447,-0.1866,-0.029,0.0184,0.0,28.3946,0
0.608,1,0.1804,0.447,-0.1756,-0.0287,0.0182,0.0,28.4416,0
0.609,1,0.1802,0.447,-0.1647,-0.0284,0.0181,0.0,28.4886,0
0.61,1,0.18,0.447,-0.1539,-0.0281,0.0179,0.0,28.5355,0
0.611,1,0.1799,0.4469,-0.1434,-0.0277,0.0177,0.0,28.5825,0
0.612,1,0.1798,0.4469,-0.133,-0.0272,0.0175,0.0,28.6295,0
0.613,1,0.1796,0.4469,-0.123,-0.0267,0.0173,0.0,28.6765,0
0.614,1,0.1795,0.4469,-0.1132,-0.0261,0.0172,0.0,28.7235,0
0.615,1,0.1794,0.4468,-0.1038,-0.0255,0.017,0.0,28.7705,0
0.616,1,0.1793,0.4468,-0.0948,-0.0248,0.0168,0.0,28.8175,0
0.617,1,0.1792,0.4468,-0.0862,-0.0241,0.0167,0.0,28.8645,0
0.618,1,0.1792,0.4468,-0.078,-0.0233,0.0165,0.0,28.9115,0
0.619,1,0.1791,0.4467,-0.0703,-0.0225,0.0163,0.0,28.9585,0
0.62,1,0.179,0.4467,-0.0631,-0.0216,0.0162,0.0,29.0055,0
0.621,1,0.179,0.4467,-0.0564,-0.0207,0.016,0.0,29.0525,0
0.622,1,0.1789,0.4467,-0.0504,-0.0198,0.0158,0.0,29.0994,0
0.623,1,0.1789,0.4467,-0.0449,-0.0188,0.0157,0.0,29.1464,0
0.624,1,0.1788,0.4466,-0.04,-0.0178,0.0155,0.0,29.1934,0
0.625,1,0.1788,0.4466,-0.0358,-0.0168,0.0154,0.0,29.2404,0
0.626,1,0.1788,0.4466,-0.0322,-0.0158,0.0152,0.0,29.2874,0
0.627,1,0.1787,0.4466,-0.0294,-0.0147,0.0151,0.0,29.3344,0
0.628,1,0.1787,0.4466,-0.0273,-0.0137,0.0149,0.0,29.3814,0
0.629,1,0.1787,0.4466,-0.0259,-0.0126,0.0148,0.0,29.4284,0
0.63,1,0.1787,0.4465,-0.0252,-0.0115,0.0146,0.0,29.4754,0
0.631,1,0.1786,0.4465,-0.0253,-0.0104,0.0145,0.0,29.5224,0
0.632,1,0.1786,0.4465,-0.0262,-0.0093,0.0143,0.0,29.5694,0
0.633,1,0.1786,0.4465,-0.0279,-0.0082,0.0142,0.0,29.6163,0
0.634,1,0.1786,0.4465,-0.0304,-0.0072,0.014,0.0,29.6633,0
0.635,1,0.1785,0.4465,-0.0337,-0.0061,0.0139,0.0,29.7103,0
0.636,1,0.1785,0.4465,-0.0378,-0.0051,0.0138,0.0,29.7573,0
0.637,1,0.1784,0.4465,-0.0427,-0.0042,0.0136,0.0,29.8043,0
0.638,1,0.1784,0.4465,-0.0484,-0.0032,0.0135,0.0,29.8513,0
0.639,1,0.1783,0.4465,-0.055,-0.0023,0.0134,0.0,29.8983,0
0.64,1,0.1783,0.4465,-0.0624,-0.0014,0.0132,0.0,29.9453,0
0.641,1,0.1782,0.4465,-0.0707,-0.0006,0.0131,0.0,29.9923,0
0.642,1,0.1781,0.4465,-0.0797,0.0001,0.013,0.0,30.0393,0
0.643,1,0.178,0.4465,-0.0896,0.0008,0.0128,-0.0,30.0863,0
0.644,1,0.1779,0.4465,-0.1003,0.0014,0.0127,-0.0,30.1333,0
0.645,1,0.1778,0.4465,-0.1117,0.0019,0.0126,-0.0,30.1802,0
0.646,1,0.1777,0.4465,-0.124,0.0023,0.0124,-0.0,30.2272,0
0.647,1,0.1776,0.4465,-0.137,0.0027,0.0123,-0.0,30.2742,0
0.648,1,0.1774,0.4465,-0.1508,0.003,0.0122,-0.0,30.3212,0
0.649,1,0.1772,0.4465,-0.1653,0.0031,0.0121,-0.0,30.3682,0
0.65,1,0.1771,0.4465,-0.1805,0.0032,0.012,-0.0,30.4152,0
0.651,1,0.1769,0.4465,-0.1965,0.0031,0.0118,-0.0,30.4622,0
0.652,1,0.1767,0.4465,-0.2131,0.003,0.0117,-0.0,30.5092,0
0.653,1,0.1764,0.4465,-0.2304,0.0027,0.0116,-0.0,30.5562,0
0.654,1,0.1762,0.4465,-0.2484,0.0023,0.0115,-0.0,30.6032,0
0.655,1,0.1759,0.4465,-0.2669,0.0017,0.0114,-0.0,30.6502,0
0.656,1,0.1756,0.4465,-0.286,0.0011,0.0113,-0.0,30.6971,0
0.657,1,0.1753,0.4465,-0.3057,0.0003,0.0111,-0.0,30.7441,0
0.658,1,0.175,0.4465,-0.3259,-0.0007,0.011,-0.0,30.7911,0
0.659,1,0.1746,0.4465,-0.3466,-0.0018,0.0109,-0.0,30.8381,0
0.66,1,0.1743,0.4465,-0.3678,-0.003,0.0108,-0.0,30.8851,0
0.661,1,0.1739,0.4465,-0.3895,-0.0044,0.0107,-0.0,30.9321,0
0.662,1,0.1735,0.4465,-0.4115,-0.006,0.0106,-0.0,30.9791,0
0.663,1,0.173,0.4465,-0.4339,-0.0077,0.0105,-0.0,31.0261,0
0.664,1,0.1726,0.4465,-0.4566,-0.0095,0.0104,-0.0,31.0731,0
0.665,1,0.1721,0.4465,-0.4796,-0.0115,0.0103,-0.0,31.1201,0
0.666,1,0.1716,0.4465,-0.5029,-0.0137,0.0102,-0.0,31.1671,0
0.667,1,0.1711,0.4464,-0.5264,-0.016,0.0101,-0.0,31.2141,0
0.668,1,0.1705,0.4464,-0.5501,-0.0185,0.01,-0.0,31.261,0
0.669,1,0.17,0.4464,-0.574,-0.0212,0.0099,-0.0,31.308,0
0.67,1,0.1694,0.4464,-0.598,-0.024,0.0098,-0.0,31.355,0
0.671,1,0.1687,0.4464,-0.622,-0.027,0.0097,-0.0,31.402,0
0.672,1,0.1681,0.4463,-0.6461,-0.0301,0.0096,-0.0,31.449,0
0.673,1,0.1674,0.4463,-0.6701,-0.0334,0.0095,-0.0,31.496,0
0.674,1,0.1667,0.4463,-0.6942,-0.0369,0.0094,-0.0,31.543,0
0.675,1,0.166,0.4462,-0.7181,-0.0405,0.0093,-0.0,31.59,0
0.676,1,0.1653,0.4462,-0.7419,-0.0443,0.0092,-0.0,31.637,0
0.677,1,0.1645,0.4461,-0.7656,-0.0482,0.0091,-0.0,31.684,0
0.678,1,0.1637,0.4461,-0.7891,-0.0522,0.009,-0.0,31.731,0
0.679,1,0.1629,0.446,-0.8123,-0.0564,0.0089,-0.0,31.7779,0
0.68,1,0.1621,0.446,-0.8352,-0.0607,0.0088,-0.0,31.8249,0
0.681,1,0.1612,0.4459,-0.8579,-0.0652,0.0088,-0.0,31.8719,0
0.682,1,0.1603,0.4458,-0.8801,-0.0698,0.0087,-0.0,31.9189,0
0.683,1,0.1594,0.4457,-0.902,-0.0745,0.0086,-0.0,31.9659,0
0.684,1,0.1585,0.4457,-0.9235,-0.0793,0.0085,-0.0,32.0129,0
0.685,1,0.1576,0.4456,-0.9445,-0.0843,0.0084,-0.0,32.0599,0
0.686,1,0.1566,0.4455,-0.9651,-0.0893,0.0083,-0.0,32.1069,0
0.687,1,0.1556,0.4454,-0.9851,-0.0945,0.0082,-0.0,32.1539,0
0.688,1,0.1546,0.4453,-1.0045,-0.0997,0.0082,-0.0,32.2009,0
0.689,1,0.1536,0.4452,-1.0234,-0.105,0.0081,-0.0,32.2479,0
0.69,1,0.1525,0.4451,-1.0417,-0.1104,0.008,-0.0,32.2949,0
0.691,1,0.1515,0.445,-1.0593,-0.1158,0.0079,-0.0,32.3418,0
0.692,1,0.1504,0.4448,-1.0762,-0.1213,0.0078,-0.0,32.3888,0
0.693,1,0.1493,0.4447,-1.0925,-0.1269,0.0078,-0.0,32.4358,0
0.694,1,0.1482,0.4446,-1.1057,-0.1274,0.007,-0.0014,32.4828,1
0.695,1,0.1471,0.4445,-1.1119,-0.1328,0.0062,-0.0025,32.5298,1
0.696,1,0.146,0.4443,-1.1142,-0.1353,0.0054,-0.0035,32.5768,1
0.697,1,0.1449,0.4442,-1.1108,-0.1368,0.0047,-0.0044,32.6238,1
0.698,1,0.1438,0.4441,-1.1033,-0.1375,0.0042,-0.0054,32.6708,1
0.699,1,0.1427,0.4439,-1.0916,-0.1375,0.0038,-0.0063,32.7178,1
0.7,1,0.1416,0.4438,-1.0759,-0.1369,0.0035,-0.0072,32.7648,1
0.701,1,0.1405,0.4436,-1.0563,-0.1355,0.0033,-0.008,32.8118,1
0.702,1,0.1395,0.4435,-1.0332,-0.1336,0.0033,-0.0089,32.8587,1
0.703,1,0.1385,0.4434,-1.0066,-0.131,0.0034,-0.0097,32.9057,1
0.704,1,0.1375,0.4432,-0.9764,-0.1278,0.0035,-0.0104,32.9527,1
0.705,1,0.1366,0.4431,-0.9428,-0.124,0.0038,-0.0112,32.9997,1
0.706,1,0.1357,0.443,-0.9059,-0.1196,0.0042,-0.0119,33.0467,1
0.707,1,0.1348,0.4429,-0.8659,-0.1147,0.0047,-0.0126,33.0937,1
0.708,1,0.134,0.4428,-0.8229,-0.1093,0.0053,-0.0132,33.1407,1
0.709,1,0.1332,0.4427,-0.7771,-0.1035,0.006,-0.0138,33.1877,1
0.71,1,0.1325,0.4426,-0.7286,-0.0972,0.0068,-0.0144,33.2347,1
0.711,1,0.1318,0.4425,-0.6777,-0.0905,0.0077,-0.0149,33.2817,1
0.712,1,0.1312,0.4424,-0.6244,-0.0834,0.0088,-0.0154,33.3287,1
0.713,1,0.1306,0.4423,-0.5691,-0.0759,0.0099,-0.0158,33.3757,1
0.714,1,0.1301,0.4423,-0.5118,-0.0682,0.0112,-0.0162,33.4226,1
0.715,1,0.1296,0.4422,-0.4528,-0.0601,0.0125,-0.0165,33.4696,1
0.716,1,0.1293,0.4421,-0.3923,-0.0518,0.014,-0.0168,33.5166,1
0.717,1,0.1289,0.4421,-0.3304,-0.0432,0.0155,-0.017,33.5636,1
0.718,1,0.1287,0.4421,-0.2675,-0.0345,0.0172,-0.0172,33.6106,1
0.719,1,0.1284,0.442,-0.2035,-0.0257,0.0189,-0.0173,33.6576,1
0.72,1,0.1283,0.442,-0.1389,-0.0168,0.0207,-0.0174,33.7046,1
0.721,1,0.1282,0.442,-0.0737,-0.0079,0.0226,-0.0174,33.7516,1
0.722,1,0.1282,0.442,-0.0106,-0.0045,0.0245,-0.0174,33.7986,1
0.723,1,0.1283,0.442,0.0473,-0.01,0.0265,-0.0173,33.8456,1
0.724,1,0.1284,0.442,0.1003,-0.0176,0.0286,-0.0171,33.8926,1
0.725,1,0.1285,0.442,0.1491,-0.0262,0.0307,-0.0169,33.9396,1
0.726,1,0.1287,0.4419,0.1942,-0.0351,0.0329,-0.0166,33.9866,1
0.727,1,0.129,0.4419,0.2359,-0.044,0.035,-0.0164,34.0335,1
0.728,1,0.1292,0.4418,0.2744,-0.0526,0.0372,-0.0161,34.0805,1
0.729,1,0.1295,0.4418,0.3112,-0.058,0.0395,-0.0157,34.1275,1
0.73,1,0.1299,0.4417,0.347,-0.0601,0.0417,-0.0154,34.1745,1
0.731,1,0.1303,0.4417,0.3821,-0.0599,0.044,-0.015,34.2215,1
0.732,1,0.1307,0.4416,0.4163,-0.0578,0.0463,-0.0147,34.2685,1
0.733,1,0.1311,0.4415,0.4497,-0.0539,0.0486,-0.0143,34.3155,1
0.734,1,0.1316,0.4415,0.4822,-0.0483,0.0509,-0.0139,34.3625,1
0.735,1,0.1321,0.4415,0.514,-0.0418,0.0532,-0.0134,34.4095,1
0.736,1,0.1327,0.4414,0.5451,-0.0345,0.0555,-0.013,34.4565,1
0.737,1,0.1333,0.4414,0.5755,-0.0266,0.0577,-0.0125,34.5035,1
0.738,1,0.1339,0.4414,0.6051,-0.0183,0.06,-0.012,34.5505,1
0.739,1,0.1345,0.4414,0.6337,-0.0096,0.0622,-0.0115,34.5975,1
0.74,1,0.1352,0.4414,0.6614,-0.0006,0.0644,-0.0109,34.6444,1
0.741,1,0.1358,0.4414,0.6881,0.0087,0.0666,-0.0104,34.6914,1
0.742,1,0.1366,0.4414,0.7137,0.0182,0.0688,-0.0098,34.7384,1
0.743,1,0.1373,0.4414,0.7382,0.0279,0.0709,-0.0092,34.7854,1
0.744,1,0.1381,0.4415,0.7614,0.0377,0.0729,-0.0085,34.8324,1
0.745,1,0.1388,0.4415,0.7834,0.0476,0.0749,-0.0079,34.8794,1
0.746,1,0.1396,0.4416,0.804,0.0575,0.0769,-0.0073,34.9264,1
0.747,1,0.1405,0.4416,0.8233,0.0673,0.0788,-0.0066,34.9734,1
